招聘单位,二级部门,岗位名称,需求学科,学历要求,需求人数,工作城市,数智博士,发布日期,申请链接,抓取时间
航天一院,二一一厂,工艺技术岗,力学 / 机械工程 / 航空宇航科学与技术,硕士及以上,4,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034467,2026-09-11 15:33:06
航天一院,二一一厂,工艺技术岗,光学工程 / 冶金工程 / 材料科学与工程,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034468,2026-09-11 15:33:06
航天一院,二一一厂,工艺技术岗,冶金工程 / 材料科学与工程 / 环境科学与工程,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034469,2026-09-11 15:33:06
航天一院,二一一厂,数控程编工艺岗,仪器科学与技术 / 机械工程 / 计算机科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034470,2026-09-11 15:33:06
航天一院,二一一厂,工艺技术岗,动力工程及工程热物理 / 机械工程 / 航空宇航科学与技术,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034471,2026-09-11 15:33:06
航天一院,二一一厂,工艺技术岗,机械工程 / 材料科学与工程 / 航空宇航科学与技术,硕士及以上,4,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034472,2026-09-11 15:33:06
航天一院,二一一厂,工艺技术岗,动力工程及工程热物理 / 机械工程 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034473,2026-09-11 15:33:06
航天一院,二一一厂,安全技术岗,安全科学与工程 / 安全,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034474,2026-09-11 15:33:06
航天一院,二一一厂,工艺技术岗,光学工程 / 冶金工程 / 材料科学与工程,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034475,2026-09-11 15:33:06
航天一院,二一一厂,工艺技术岗,控制科学与工程 / 机械工程 / 电气工程,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034476,2026-09-11 15:33:06
航天一院,二一一厂,工艺技术岗,控制科学与工程 / 机械工程 / 材料科学与工程,硕士及以上,4,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034477,2026-09-11 15:33:06
航天一院,二一一厂,会计岗,工商管理 / 财务会计,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034478,2026-09-11 15:33:06
航天一院,二一一厂,基础工艺技术员（质量管理方向）,仪器科学与技术 / 机械工程 / 材料科学与工程,硕士及以上,1,天津,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034479,2026-09-11 15:33:06
航天一院,二一一厂,业务管理员（党工宣财务安全方向）,安全科学与工程 / 财务会计,本科及以上,3,天津,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034480,2026-09-11 15:33:06
航天一院,二一一厂,基础工艺技术员（信息化方向）,控制科学与工程 / 计算机科学与技术,硕士及以上,1,天津,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034481,2026-09-11 15:33:06
航天一院,二一一厂,基础工艺技术员（机械加工方向）,机械工程 / 材料科学与工程 / 航空宇航科学与技术,硕士及以上,2,天津,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034482,2026-09-11 15:33:06
航天一院,二一一厂,基础工艺技术员（铆接装配方向）,机械设计制造 / 航空宇航科学与技术,硕士及以上,2,天津,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034483,2026-09-11 15:33:06
航天一院,二一一厂,基础工艺技术员（测试方向）,信息与通信工程 / 控制科学与工程 / 机械工程,本科及以上,8,天津、海南,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034484,2026-09-11 15:33:06
航天一院,二一一厂,基础工艺技术员（消防动力方向）,安全科学与工程 / 电气工程,本科及以上,2,天津,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034485,2026-09-11 15:33:06
航天一院,二一一厂,基础工艺技术员（焊接方向）,机械设计制造 / 材料科学与工程,硕士及以上,3,天津,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034486,2026-09-11 15:33:06
航天一院,二一一厂,基础工艺技术员（型号调度方向）,控制科学与工程 / 机械工程 / 材料科学与工程,本科及以上,4,天津,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034487,2026-09-11 15:33:06
航天一院,二一一厂,基础工艺技术员（总装方向）,机械设计制造 / 材料科学与工程 / 航空宇航科学与技术,本科及以上,7,天津,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034488,2026-09-11 15:33:06
航天一院,二一一厂,基础工艺技术员（钣金热处理方向）,机械设计制造 / 材料科学与工程,硕士及以上,2,天津,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034489,2026-09-11 15:33:06
航天一院,五一九厂,工艺员,机械工程 / 材料科学与工程 / 航空宇航科学与技术,硕士,1,山西长治,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034490,2026-09-11 15:33:06
航天一院,五一九厂,管理会计,工商管理 / 计算机科学与技术,硕士,2,山西长治,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034491,2026-09-11 15:33:06
航天一院,五一九厂,工艺员,控制科学与工程 / 机械工程 / 材料科学与工程,硕士,2,山西长治,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034492,2026-09-11 15:33:06
航天一院,五一九厂,开发设计员,力学 / 化学工程与技术 / 机械工程,硕士,2,山西长治,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034493,2026-09-11 15:33:06
航天一院,五一九厂,开发设计员,控制科学与工程 / 机械工程 / 电子信息,硕士,2,山西长治,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034494,2026-09-11 15:33:06
航天一院,五一九厂,工艺员,控制科学与工程 / 机械工程 / 电子信息,硕士,4,山西长治,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034495,2026-09-11 15:33:06
航天一院,五一九厂,开发设计员,控制科学与工程 / 机械工程 / 航空宇航科学与技术,硕士,2,山西长治,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034496,2026-09-11 15:33:06
航天一院,五一九厂,工艺员,机械工程 / 材料科学与工程 / 航空宇航科学与技术,硕士,2,山西长治,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034497,2026-09-11 15:33:06
航天一院,五一九厂,工艺员,机械工程 / 材料科学与工程 / 航空宇航科学与技术,硕士,2,山西长治,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034498,2026-09-11 15:33:06
航天一院,五一九厂,开发设计员,控制科学与工程 / 机械工程 / 电气工程,硕士,2,山西长治,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034499,2026-09-11 15:33:06
航天一院,五一九厂,动力技术员,控制科学与工程 / 机械工程 / 电气工程,硕士,1,山西长治,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034500,2026-09-11 15:33:06
航天一院,五一九厂,开发设计员,化学工程与技术 / 机械工程 / 材料科学与工程,硕士,2,山西长治,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034501,2026-09-11 15:33:06
航天一院,五一九厂,开发设计员,控制科学与工程 / 机械工程 / 电子信息,硕士,2,山西长治,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034502,2026-09-11 15:33:06
航天一院,五一九厂,工艺员,控制科学与工程 / 机械工程 / 材料科学与工程,硕士,2,山西长治,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034503,2026-09-11 15:33:06
航天一院,五一九厂,工艺员,机械工程 / 材料科学与工程 / 航空宇航科学与技术,硕士,1,山西长治,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034504,2026-09-11 15:33:06
航天一院,五一九厂,开发设计员,控制科学与工程 / 机械工程 / 材料科学与工程,硕士,2,山西长治,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034505,2026-09-11 15:33:06
航天一院,五一九厂,工艺员,化学工程与技术 / 机械工程 / 材料科学与工程,硕士,5,山西长治,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034506,2026-09-11 15:33:06
航天一院,五一九厂,检验技术员,化学工程与技术 / 机械工程 / 材料科学与工程,硕士,2,山西长治,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034507,2026-09-11 15:33:06
航天一院,五一九厂,工艺员,机械工程 / 材料科学与工程 / 电子信息,硕士,2,山西长治,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034508,2026-09-11 15:33:06
航天一院,十八所,工艺员,控制科学与工程 / 机械工程 / 材料科学与工程,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034509,2026-09-11 15:33:06
航天一院,十八所,工艺员,机械工程 / 材料科学与工程 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034510,2026-09-11 15:33:06
航天一院,十八所,工艺员,化学工程与技术 / 机械工程 / 材料科学与工程,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034511,2026-09-11 15:33:06
航天一院,十八所,工艺员,控制科学与工程 / 机械工程 / 电气工程,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034512,2026-09-11 15:33:06
航天一院,十八所,工艺员,机械工程 / 电子科学与技术 / 电气工程,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034513,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,稽核,工商管理 / 财务会计,本科,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034514,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,微波设计,信息与通信工程 / 电子信息 / 电子科学与技术,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034515,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,软件设计,信息与通信工程 / 电子科学与技术 / 计算机科学与技术,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034516,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,电路设计III,信息与通信工程 / 电子信息 / 电子科学与技术,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034517,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,电路设计III,仪器科学与技术 / 控制科学与工程 / 电子信息,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034518,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,电路设计III,控制科学与工程 / 机械工程 / 电子信息,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034519,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,工艺设计一岗,仪器科学与技术 / 材料科学与工程 / 电子科学与技术,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034520,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,工艺设计一岗,机械工程 / 材料科学与工程 / 电子科学与技术,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034521,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,工艺设计一岗,机械工程 / 电子信息 / 电子科学与技术,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034522,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,工艺设计一岗,机械工程 / 电子信息 / 电子科学与技术,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034523,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,集成设计,信息与通信工程 / 控制科学与工程 / 电子信息,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034524,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,集成设计,控制科学与工程 / 机械工程 / 航空宇航科学与技术,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034525,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,集成设计,信息与通信工程 / 控制科学与工程 / 电气工程,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034526,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,软件设计,信息与通信工程 / 电子信息 / 计算机科学与技术,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034527,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,软件设计,控制科学与工程 / 电子信息 / 计算机科学与技术,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034528,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,设计助理,信息与通信工程 / 控制科学与工程 / 计算机科学与技术,本科,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034529,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,设计助理,信息与通信工程 / 电子科学与技术 / 电气工程,本科,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034530,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,系统设计,控制科学与工程 / 机械工程 / 电子科学与技术,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034531,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,信息安全设计,电子信息 / 网络空间安全 / 计算机科学与技术,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034532,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,软件设计,电子信息 / 计算机科学与技术 / 软件工程,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034533,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,信息安全设计,信息与通信工程 / 网络空间安全 / 计算机科学与技术,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034534,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,电路设计,控制科学与工程 / 电子科学与技术 / 电气工程,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034535,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,电路设计,电子信息 / 电子科学与技术 / 电气工程,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034536,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,软件工程师II,电子信息 / 计算机科学与技术 / 软件工程,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034537,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,软件工程师II,控制科学与工程 / 电子信息 / 计算机科学与技术,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034538,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,软件工程师II,电子信息 / 计算机科学与技术 / 软件工程,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034539,2026-09-11 15:33:06
航天一院,北京航天万源科技有限公司,软件工程师II,电子信息 / 计算机科学与技术 / 软件工程,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034540,2026-09-11 15:33:06
航天一院,航天万源实业有限公司,技术岗,计算机科学与技术 / 计算机,硕士,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034541,2026-09-11 15:33:06
航天一院,航天万源实业有限公司,设计员,土木工程 / 电气工程,硕士,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034542,2026-09-11 15:33:06
航天一院,航天万源实业有限公司,基地保障岗,计算机科学与技术 / 计算机,硕士,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034543,2026-09-11 15:33:06
航天一院,航天万源实业有限公司,二级核算,计算机 / 软件工程,本科,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034544,2026-09-11 15:33:06
航天一院,航天万源实业有限公司,二级核算,计算机科学与技术 / 软件工程,本科,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034545,2026-09-11 15:33:06
航天一院,中国长征火箭有限公司,电气设计岗,信息与通信工程 / 计算机科学与技术 / 软件工程,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034546,2026-09-11 15:33:06
航天一院,中国长征火箭有限公司,电气设计岗,仪器科学与技术 / 控制科学与工程 / 电子科学与技术,硕士及以上,3,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034547,2026-09-11 15:33:06
航天一院,中国长征火箭有限公司,产品质量主管,安全科学与工程 / 航空宇航科学与技术,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034548,2026-09-11 15:33:06
航天一院,中国长征火箭有限公司,测试技术岗,控制科学与工程 / 机械工程 / 能源动力,硕士,20,海南海口,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034549,2026-09-11 15:33:06
航天一院,中国长征火箭有限公司,动力设计岗,力学 / 动力工程及工程热物理 / 航空宇航科学与技术,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034550,2026-09-11 15:33:06
航天一院,中国长征火箭有限公司,运维管理岗,控制科学与工程 / 机械工程,本科,1,海南海口,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034551,2026-09-11 15:33:06
航天一院,中国长征火箭有限公司,投融资与业务财务主管,工商管理 / 应用经济学 / 财务会计,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034552,2026-09-11 15:33:06
航天一院,中国长征火箭有限公司,信息化管理岗,电子科学与技术 / 计算机科学与技术 / 软件工程,硕士,1,海南海口,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034553,2026-09-11 15:33:06
航天一院,中国长征火箭有限公司,总体设计岗,力学 / 航空宇航科学与技术,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034554,2026-09-11 15:33:06
航天一院,中国长征火箭有限公司,总体设计岗,控制科学与工程 / 航空宇航科学与技术 / 计算机科学与技术,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034555,2026-09-11 15:33:06
航天一院,中国长征火箭有限公司,总体设计岗,电子科学与技术 / 计算机科学与技术 / 软件工程,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034556,2026-09-11 15:33:06
航天一院,中国长征火箭有限公司,总体设计岗,控制科学与工程 / 航空宇航科学与技术 / 计算机科学与技术,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034557,2026-09-11 15:33:06
航天一院,中国长征火箭有限公司,动力设计岗,力学 / 动力工程及工程热物理 / 计算机科学与技术,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034558,2026-09-11 15:33:06
航天一院,中国长征火箭有限公司,综合管理岗,工商管理 / 财务会计 / 金融,硕士,1,海南海口,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034559,2026-09-11 15:33:06
航天一院,中国长征火箭有限公司,动力设计岗,力学 / 机械工程 / 航空宇航科学与技术,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034560,2026-09-11 15:33:06
航天一院,中国长征火箭有限公司,结构设计岗,力学 / 机械工程 / 航空宇航科学与技术,硕士及以上,7,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034561,2026-09-11 15:33:06
航天一院,中国长征火箭有限公司,电气设计岗,信息与通信工程 / 控制科学与工程 / 电子科学与技术,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034562,2026-09-11 15:33:06
航天一院,中国长征火箭有限公司,安全生产主管,公共管理 / 安全 / 工商管理,硕士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034563,2026-09-11 15:33:06
航天一院,航天长征化学工程股份有限公司,设计岗,化学工程与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034564,2026-09-11 15:33:06
航天一院,航天长征化学工程股份有限公司,研发设计岗,冶金工程 / 化学工程与技术,硕士,3,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034565,2026-09-11 15:33:06
航天一院,航天长征化学工程股份有限公司,设计岗,动力工程及工程热物理,硕士,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034566,2026-09-11 15:33:06
航天一院,航天长征化学工程股份有限公司,设计岗,动力工程及工程热物理 / 能源动力,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034567,2026-09-11 15:33:06
航天一院,航天长征化学工程股份有限公司,设计员,冶金工程 / 化学工程与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034568,2026-09-11 15:33:06
航天一院,航天长征化学工程股份有限公司,设计岗,仪器科学与技术 / 控制科学与工程 / 电气工程,硕士,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034569,2026-09-11 15:33:06
航天一院,航天长征化学工程股份有限公司,设计岗,力学 / 土木工程,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034570,2026-09-11 15:33:06
航天一院,航天长征化学工程股份有限公司,研发设计岗,化学工程与技术 / 化学 / 机械工程,硕士,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034571,2026-09-11 15:33:06
航天一院,航天长征化学工程股份有限公司,设计岗位,动力工程及工程热物理 / 化学工程与技术 / 环境科学与工程,硕士及以上,3,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034572,2026-09-11 15:33:06
航天一院,航天长征化学工程股份有限公司,设计岗,动力工程及工程热物理 / 化学工程与技术,硕士及以上,3,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034573,2026-09-11 15:33:06
航天一院,航天长征化学工程股份有限公司,设计岗,机械工程,硕士及以上,4,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034574,2026-09-11 15:33:06
航天一院,泰安航天特种车有限公司,技术员（质量、检验方向）,仪器科学与技术 / 工业工程 / 机械工程,本科及以上,4,山东泰安,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034575,2026-09-11 15:33:06
航天一院,泰安航天特种车有限公司,技术员（基础技术方向）,机械工程 / 材料科学与工程 / 电气,本科及以上,9,山东泰安,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034576,2026-09-11 15:33:06
航天一院,泰安航天特种车有限公司,技术员（专业研究方向）,控制科学与工程 / 机械工程 / 能源动力,硕士,6,山东泰安,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034577,2026-09-11 15:33:06
航天一院,泰安航天特种车有限公司,技术员（专业研究方向）,力学 / 电气工程 / 计算机科学与技术,硕士,5,山东泰安,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034578,2026-09-11 15:33:06
航天一院,泰安航天特种车有限公司,技术员（生产、采购方向）,工业工程 / 机械工程 / 物流管理与工程,本科及以上,5,山东泰安,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034579,2026-09-11 15:33:06
航天一院,泰安航天特种车有限公司,技术员（专业研究方向）,机械工程 / 材料科学与工程 / 计算机科学与技术,硕士,15,山东泰安,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034580,2026-09-11 15:33:06
航天一院,泰安航天特种车有限公司,成本费用核算员,工商管理 / 物流管理与工程 / 管理科学与工程,硕士,1,山东泰安,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034581,2026-09-11 15:33:06
航天一院,研究发展中心,装备智能架构设计,控制科学与工程 / 计算机科学与技术 / 软件工程,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034582,2026-09-11 15:33:06
航天一院,研究发展中心,智能算法设计与开发,控制科学与工程 / 航空宇航科学与技术 / 计算机科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034583,2026-09-11 15:33:06
航天一院,研究发展中心,制导与控制设计,航空宇航科学与技术,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034584,2026-09-11 15:33:06
航天一院,研究发展中心,智能规划与决策设计,控制科学与工程 / 电子科学与技术 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034585,2026-09-11 15:33:06
航天一院,研究发展中心,系统设计与评估,控制科学与工程 / 电子科学与技术 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034586,2026-09-11 15:33:06
航天一院,研究发展中心,具身智能系统应用设计,控制科学与工程 / 计算机科学与技术 / 软件工程,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034587,2026-09-11 15:33:06
航天一院,研究发展中心,网电对抗设计,信息与通信工程 / 电子科学与技术 / 计算机科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034588,2026-09-11 15:33:06
